"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"CO-W-44","MOUNTAIN SPIRIT WINERY, LTD.","MOUNTAIN SPIRIT WINERY","15750 COUNTY ROAD 220","SALIDA","CO",81201,0,"CHAFFEE"
"CO-W-47","WILLIAM F. DONAHUE","CREEKSIDE CELLARS","28036 HIGHWAY 74","EVERGREEN CO","CO",80439,0,"JEFFERSON"
"CO-W-48","CHRISTIANSON CELLARS LLC","CANYON WIND CELLARS","3907 N RIVER RD","PALISADE","CO",81526,0,"MESA"
"CO-W-49","MARIANNE WALTER","AUGUSTINA'S WINERY","4715 BROADWAY ST","BOULDER","CO",80304,571,"BOULDER"
"CO-W-51","ASPEN VALLEY WINERY, LLC"," ","197 COYOTE CIR","CARBONDALE","CO",81623,8743,"EAGLE"
"CO-W-53","STEAMBOAT SPRINGS CELLARS, INC.","STEAMBOAT SPRINGS CELLARS","2432 DOWNHILL DR","STEAMBOAT SPRINGS","CO",80487,5072,"ROUTT"
"CO-W-54","BAHARAV, DAN & EVA","BAHARAV VINEYARDS","2370 ROAD 112","CARBONDALE","CO",81623,0,"GARFIELD"
"CO-W-55","J.A. BALISTRERI FARMS, INC.","J.A. BALISTRERI VINEYARDS","1946 E 66TH AVE","DENVER","CO",80229,7424,"ADAMS"
"CO-W-57","BOOKCLIFF VINEYARDS, INC."," ","1501 LEE HILL ROAD #17","BOULDER","CO",80304,1111,"BOULDER"
"CO-W-58","SURFACE CREEK WINERY & VINEYARDS, LLC","SURFACE CREEK WINERY & VINEYARDS","20909 NORTH RD","ECKERT","CO",81418,483,"DELTA"
"CO-W-59","RGW ASSOCIATES, INC.","TWO RIVERS WINERY","2087 BROADWAY","GRAND JUNCTION","CO",81503,0,"MESA"
"CO-W-60","CLYDE AND JUNE SPERO","SPERO WINERY","3316 W 64TH AVE","DENVER","CO",80221,2164,"ADAMS"
"CO-W-61","BATTLE ROCK RANCH, LLC","SUTCLIFFE VINEYARDS","12202 COUNTY ROAD G","CORTEZ","CO",81321,0,"MONTEZUMA"
"CO-W-62","GUY DREW VINEYARDS, INC.","GUY DREW VINEYARDS","20057 COUNTY ROAD G","CORTEZ","CO",81321,0,"MONTEZUMA"
"CO-W-64","D. MYERS, LLC","REDSTONE MEADERY","4700 PEARL ST","BOULDER","CO",80301,0,"BOULDER"
"CO-W-65","REEDER MESA VINEYARDS LLC","REEDER MESA VINEYARDS","7799 REEDER MESA RD","WHITEWATER","CO",81527,9510,"MESA"
"CO-W-66","WOODY CREEK CELLARS, LLC"," ","21358 AUSTIN RD","AUSTIN","CO",81410,0,"DELTA"
"CO-W-67","AVANTI WINERY, INC.","GARS & GRAPES","9046 W BOWLES AVE","LITTLETON","CO",80123,8615,"JEFFERSON"
"CO-W-68","GRAYSTONE WINERY, INC.","GRAYSTONE WINERY","3334 F RD","CLIFTON","CO",81520,8150,"MESA"
"CO-W-70","MT. GARFIELD WINERY CORP.","GARFIELD ESTATES VINEYARD","3572 G RD","PALISADE","CO",81526,9789,"MESA"
"CO-W-72","HERMOSA VINEYARDS, LLC","HERMOSA VINEYARDS","3269.75 C ROAD","PALISADE","CO",81526,9529,"MESA"
"CO-W-73","MEDOVINA, INC.","MEDOVINA","308 3RD AVE","NIWOT","CO",80544,0,"BOULDER"
"CO-W-77","JACK RABBIT HILL, LLC.","JACK RABBIT HILL","26567 NORTH RD","HOTCHKISS","CO",81419,0,"DELTA"
"CO-W-78","J SUSI WINERY INC.","J SUSI WINERY","26832 W BARKLEY RD","CONIFER","CO",80433,0,"JEFFERSON"
"CO-W-80","BARTON CREEK CELLARS, LLC."," ","240 LAKE DILLON DR","DILLON","CO",80435,0,"SUMMIT"
"CO-W-81","FORTRESS GROUP LIMITED"," ","1218 YARNELL DR","LARKSPUR","CO",80118,6523,"DOUGLAS"
"CO-W-82","MOUNTAIN VIEW WINERY, INC.","MOUNTAIN VIEW WINERY","5859 58.25 RD","OLATHE","CO",81425,0,"MONTROSE"
"CO-W-83","BOULDER CREEK WINERY LLC","BOULDER CREEK WINERY","6440 ODELL PL","BOULDER","CO",80301,3329,"BOULDER"
"CO-W-84","STONE COTTAGE CELLARS INC.","STONE COTTAGE CELLARS","41716 REDS RD","PAONIA","CO",81428,1111,"DELTA"
"CO-W-87","SAINT VRAIN VINEYARDS, INC.","SAINT VRAIN VINEYARDS AND WINERY","1633 S HIGHWAY 287","BERTHOUD","CO",80513,0,"LARIMER"
"CO-W-89","BUEB ENTERPRISES, LLC","TURQUOISE MESA WINERY","555 BURBANK ST","BROOMFIELD","CO",80020,1664,"BROOMFIELD"
"CO-W-90","PUESTA DEL SOL VINEYARDS, LLC","PUESTA DEL SOL VINEYARDS","11931 4050 RD","PAONIA","CO",81428,6418,"DELTA"
"CO-W-91","BLACK BRIDGE WINERY, L.L.C."," ","15836 BLACK BRIDGE RD","PAONIA","CO",81428,7107,"DELTA"
"CT-W-1","MCLAUGHLIN VINEYARDS INC."," ","ALBERTS HILL ROAD","SANDY HOOK","CT",6482,0,"FAIRFIELD"
"CT-W-14","DIGRAZIA VINEYARDS, LTD."," ","131 TOWER RD","BROOKFIELD","CT",6804,3654,"FAIRFIELD"
"CT-W-15000","WINE BOYS, LLC"," ","118 BURR CT","BRIDGEPORT","CT",6605,5669,"FAIRFIELD"
"CT-W-15001","CONNECTICUT VALLEY WINERY, LLC"," ","1480 LITCHFIELD TURNPIKE","NEW HARTFORD","CT",6057,3210,"LITCHFIELD"
"CT-W-15003","ROSEDALE VINEYARDS, LLC"," ","25 E WEATOGUE ST","SIMSBURY","CT",6070,2501,"HARTFORD"
"CT-W-15004","BISHOP'S ORCHARDS WINERY, LLC","BISHOP'S ORCHARDS WINERY","1355 BOSTON POST RD","GUILFORD","CT",6437,2318,"NEW HAVEN"
"CT-W-15005","MIRANDA VINEYARD, LLC"," ","42 IVES RD","GOSHEN","CT",6756,2118,"LITCHFIELD"
"CT-W-15007","SAVINO VINEYARDS L.L.C.","SAVINO VINEYARDS","128 FORD RD","WOODBRIDGE","CT",6525,1709,"NEW HAVEN"
"CT-W-15009","HOLMBERG ORCHARDS, INC.","HOLMBERG ORCHARDS","12 ORCHARD DR","GALES FERRY","CT",6335,1025,"NEW LONDON"
"CT-W-15012","WALKER ROAD VINEYARDS LLC","WALKER ROAD VINEYARDS","11 WALKER RD","WOODBURY","CT",6798,0,"LITCHFIELD"
"CT-W-15014","MAUGLE SIERRA VINEYARDS LLC","MAUGLE SIERRA VINEYARDS","825-827 COLONEL LEDYARD HWY","LEDYARD","CT",6339,0,"NEW LONDON"
"CT-W-15015","SUNSET MEADOW FARM, LLC","SUNSET MEADOW VINEYARDS","599 OLD MIDDLE ST","GOSHEN","CT",6756,2205,"LITCHFIELD"
"CT-W-15016","HAIGHT-BROWN VINEYARD, LLC","HAIGHT-BROWN VINEYARD","29 CHESTNUT HILL RD","LITCHFIELD","CT",6759,4101,"LITCHFIELD"
"CT-W-15017","WATERTOWN GRAPE WORKS, LLC","NORTHWINDS VINEYARD","471 LAKE WINNEMAUG RD","WATERTOWN","CT",6795,3049,"LITCHFIELD"
"CT-W-15018","CASSIDY HILL VINEYARD, LLC","CASSIDY HILL VINEYARD","454 CASSIDY HILL RD","COVENTRY","CT",6238,1382,"TOLLAND"
"CT-W-15019","STONINGTON SEAHAWK LLC","SALTWATER FARM VINEYARD","349 ELM ST","STONINGTON","CT",6378,2928,"NEW LONDON"
"CT-W-15020","DALICE ELIZABETH, LLC","DALICE ELIZABETH'S WINERY","6 AMOS RD","PRESTON","CT",6365,8701,"NEW LONDON"
"CT-W-15021","G. L. BOLLARD CORPORATION"," ","52 COOPER RD","BRIDGEWATER","CT",6752,1708,"LITCHFIELD"
"CT-W-15022","PARADISE HILLS VINEYARD & WINERY LLC","PARADISE HILLS VINEYARD & WINERY","15 WIND SWEPT HILL RD","WALLINGFORD","CT",6492,0,"NEW HAVEN"
"CT-W-15023","CRYSTAL RIDGE WINERY, LLC"," ","257 BELLTOWN RD","SOUTH GLASTONBURY","CT",6073,3426,"HARTFORD"
"CT-W-15024","WHITE SILO FARM & WINERY, LLC"," ","32 ROUTE 37 E","SHERMAN","CT",6784,1427,"FAIRFIELD"
"CT-W-15025","HERITAGE TRAIL VINEYARDS INC."," ","291 N BURNHAM HWY","LISBON","CT",6351,2803,"NEW LONDON"
"CT-W-15027","DIAGEO AMERICAS SUPPLY, INC."," ","801 MAIN AVE","NORWALK","CT",6851,1127,"FAIRFIELD"
"CT-W-15028","LOST ACRES VINEYARD, LLC","LOST ACRES VINEYARD","80 LOST ACRES RD","NORTH GRANBY","CT",6060,0,"HARTFORD"
"CT-W-15029","ARRIGONI WINERY, LLC","ARRIGONI WINERY","1287 PORTLAND- COLBALT RD","PORTLAND","CT",6480,1748,"MIDDLESEX"
"CT-W-15030","PRESTON RIDGE VINEYARD, LLC","PRESTON RIDGE VINEYARD","100 MILLER RD","PRESTON","CT",6365,8550,"NEW LONDON"
"CT-W-15031","DEERCREST FARM, LLC"," ","3499 HEBRON AVE","GLASTONBURY","CT",6033,2810,"HARTFORD"
"CT-W-15033","SPRING HILL FARMS, LLC","SPRING HILL VINEYARDS","69 WHITTLESEY RD","NEW PRESTON","CT",6777,2008,"LITCHFIELD"
"CT-W-16","STONINGTON VINEYARDS, INC."," ","523 TAUGWONK ROAD","STONINGTON","CT",6378,0,"NEW LONDON"
"CT-W-17","CHAMARD VINEYARDS, INC.","CHAMARD VINEYARDS","115 COW HILL RD","CLINTON","CT",6413,0,"MIDDLESEX"
"CT-W-20232","BETHLEHEM VINEYARD AND WINERY, LLC","BETHLEHEM VINEYARD AND WINERY","46 TOWN LINE RD","BETHLEHEM","CT",6751,1516,"Litchfield"
"CT-W-22","BISHOP FARM & WINERY, INC.","BISHOP FARMS","500 S MERIDEN RD","CHESHIRE","CT",6410,2927,"NEW HAVEN"
"CT-W-25","HAROLD W. MINER","B.F. CLYDE'S CIDER MILL","129 N STONINGTON RD","MYSTIC","CT",6355,3608,"NEW LONDON"
"CT-W-26","SHARPE HILL VINEYARD, INC."," ","108 WADE RD","POMFRET","CT",6258,0,"WINDHAM"
"CT-W-28","HOPKINS VINEYARD LLC","HOPKINS VINEYARD","25 HOPKINS RD","WARREN","CT",6777,1015,"LITCHFIELD"
"CT-W-30","JERRAM WINERY LLC","JERRAM WINERY","535 TOWN HILL RD","NEW HARTFORD","CT",6057,2517,"LITCHFIELD"
"CT-W-31","LAND OF NOD, LLC"," ","99 LOWER RD","EAST CANAAN","CT",6024,2624,"LITCHFIELD"
"CT-W-34","EDWARDS WINES, LLC","JONATHAN EDWARDS WINERY","74 CHESTER MAIN ST","NORTH STONINGTON","CT",6359,1303,"NEW LONDON"
"CT-W-35","PRIAM VINEYARDS, LLC","PRIAM VINEYARDS","11 SHAILOR HILL RD","COLCHESTER","CT",6415,2510,"NEW LONDON"
"CT-W-37","TAYLOR BROOKE WINERY, LLC","TAYLOR BROOKE WINERY","848 ROUTE 171","WOODSTOCK","CT",6281,2930,"WINDHAM"
"CT-W-38","HOGANS HARD CIDER LLC","HOGANS CIDER MILL","522 SPIELMAN HWY","BURLINGTON","CT",6013,1609,"HARTFORD"
"CT-W-39","GOUVEIA VINEYARDS, LLC","GOUVEIA VINEYARDS","1339 WHIRLWIND HILL RD","WALLINGFORD","CT",6492,2727,"NEW HAVEN"
"CT-W-40","JONES FAMILY FARMS WINERY L.L.C.","JONES FAMILY FARMS WINERY","65 EAGLE DR","SHELTON","CT",6484,1978,"FAIRFIELD"
"CT-W-41","STRAWBERRY RIDGE VINEYARD, INC","THE VINEYARD AT STRAWBERRY RIDGE","23 STRAWBERRY RIDGE RD","WARREN","CT",6754,0,"LITCHFIELD"
"DE-W-15000","PIZZADILI PARTNERS, LLC","PIZZADILI WINERY","1683 PEACH BASKET RD","FELTON","DE",19943,5649,"KENT"
"DE-W-15001","NASSAU VALLEY VINEYARDS, L.P., BARTRUST, GP","NASSAU VALLEY VINEYARDS","32165 WINERY WAY","LEWES","DE",19958,1630,"SUSSEX"
"FL-W-1","SEAVIN, INC.","SAN SEBASTIAN WINERY","157 KING ST","ST AUGUSTINE","FL",32084,4379,"SAINT JOHNS"
"FL-W-15000","BARTOW ETHANOL OF FLORIDA, L.C."," ","1705 E MANN RD","BARTOW","FL",33830,7542,"POLK"
"FL-W-15001","SCHNEBLY REDLAND'S WINERY, INC."," ","30205 SW 217TH AVE","REDLAND","FL",33031,7601,"MIAMI-DADE"
"FL-W-15003","JANIS L. MCKNIGHT","STRONG TOWER VINEYARD","17810 FORGE DR","SPRING HILL","FL",34610,3080,"PASCO"
"FL-W-15004","RIDGEBACK WINERY, INC."," ","301 N BAKER ST","MOUNT DORA","FL",32757,5551,"LAKE"
"FL-W-15006","E SQUARED LLC","SOMETHING VINO","209 FERRY ST","FT WALTON BEACH","FL",32548,5806,"OKALOOSA"
"FL-W-15007","MAKE-N-TAKE WINES, INC.","MAKE-N-TAKE WINES","700 BLANDING BLVD","ORANGE PARK","FL",32065,5812,"CLAY"
"FL-W-15008","WINTER PARK WINE ENTERPRISES, INC.","GRAPES TO GLASS","501 N ORLANDO AVE","WINTER PARK","FL",32789,2900,"ORANGE"
"FL-W-15010","DAVID T. DACASTO & HESTER R. DACASTO","TANGLED OAKS VINEYARD","1317 SR 100","GRANDIN","FL",32138,0,"PUTNAM"
"FL-W-15013","DESIGNING WINE, LLC","DESIGNING WINE","138 S WOODLAND BLVD","DELAND","FL",32720,0,"VOLUSIA"
"FL-W-15015","LMW SHOP ASSOCIATES, LLC","LET'S MAKE WINE","1080 LINTON BLVD","DELRAY BEACH","FL",33444,1125,"PALM BEACH"
"FL-W-15016","STRAIGHT FROM THE VINE, INC.","ROSEVINE WINERY:LET'S MAKE WINE","11686A US HIGHWAY 1","NORTH PALM BEACH","FL",33408,3015,"PALM BEACH"
"FL-W-15018","TAMPA WINES, LLC","ASPIRATIONS WINERY","5116 E FOWLER AVE","TAMPA","FL",33617,2189,"HILLSBOROUGH"
"FL-W-15020","WINEMAKERS OF FLORIDA, LLC","VINTNER'S CELLAR WINERY OF LAKELAND","3615 S FLORIDA AVE","LAKELAND","FL",33803,4870,"POLK"
"FL-W-15021","LOG CABIN WINERY INC","LOG CABIN WINERY","376 COUNTY RD 309","SATSUMA","FL",32189,3434,"PUTNAM"
"FL-W-15024","TIME TO MAKE WINE, INC","THE CAPE WINERY","912 SE 46TH LN","CAPE CORAL","FL",33904,8876,"LEE"
"FL-W-15025","COPP WINERY INC.","COPP WINERY","11 NE 4TH AVE","CRYSTAL RIVER","FL",34429,4246,"CITRUS"
"FL-W-15026","WINE BY DESIGN, LLC","WINE BY DESIGN","855 STATE ROUTE 434","WINTER SPRINGS","FL",32708,2703,"SEMINOLE"
"FL-W-15028","SUNCOAST GIFTS, INC.","THE FLORIDA WINERY","12945 VILLAGE BLVD","MADEIRA BEACH","FL",33708,2656,"PINELLAS"
"FL-W-15029","GREAT GRAPES, LLC","THE WINERY @ THE RED BAR","1122 THOMASVILLE RD","TALLAHASSEE","FL",32303,6264,"LEON"
"FL-W-15031","HENSCRATCH FARMS, INC.","HENSCRATCH FARMS VINEYARD & WINERY","980 HENSCRATCH RD","LAKE PLACID","FL",33852,8220,"HIGHLANDS"
"FL-W-15033","WINERY ROAD INC","WINERY ROAD","6603 S TRASK AVE","TAMPA","FL",33616,0,"HILLSBOROUGH"
"FL-W-15034","JAMES DANIEL WOOD JR AND SALLY GALE WOOD","GRANDE RIDGE WINERY","7028 NE HWY 349","OLD TOWN","FL",32680,2231,"DIXIE"
"FL-W-15035","KOLZE'S IN THE SPIRIT(S), INC."," ","1070 WHITFIELD AVE","SARASOTA","FL",34243,1230,"MANATEE"
"FL-W-15036","NUTRIENT DRINKS LLC","LOGICAL WINE","5071 SR7","DAVIE","FL",33314,0,"BROWARD"
"FL-W-15037","PIT VENTURES LLC1","BIG CYPRESS WINERY","220 BASIK DR","NAPLES","FL",34114,0,"COLLIER"
"FL-W-15038","ROYAL MANOR VINEYARD AND WINERY LLC"," ","224 ROYAL AVE","INTERLACHEN","FL",32148,7267,"PUTNAM"
"FL-W-15039","CLASSIC CHEMICAL, LLC","WINEMAKING PANTRY","4571 CLARK RD","SARASOTA","FL",34233,3423,"SARASOTA"
"FL-W-15040","TWO LIONS WINERY LLC","Two Lions Winery","2194 MAIN ST","DUNEDIN","FL",34698,5696,"PINELLAS"
"FL-W-15044","VINTAGE WINES LLC","VINTAGE WINES","3500 NW BOCA RATON BLVD","BOCA RATON","FL",33431,5854,"PALM BEACH"
"FL-W-15045","DONNA J NOLDAN","COSY WINE CORNER & EMBROIDERY II","28750 S CARGO CT","BONITA SPRINGS","FL",34135,1802,"LEE"
"FL-W-15048","OLD VINE, LLC","NAPLES WINEMAKING","1061 COLLIER CENTER WAY","NAPLES","FL",34110,8403,"COLLIER"
"FL-W-15049","BUNKER HILL VINEYARD & WINERY, INC.","BUNKER HILL VINEYARD & WINERY","8905 BUNKER HILL RD","DUETTE","FL",34219,6849,"MANATEE"
"FL-W-15050","THE GILDED GRAPE WINERY INC.","THE GILDED GRAPE WINERY","4034 TAMIAMI TRL","PORT CHARLOTTE","FL",33952,8439,"CHARLOTTE"
"FL-W-15052","ISLAND GROVE WINERY, LLC","ISLAND GROVE WINERY","24703 SE 193 RD AVE","HAWTHORNE","FL",32640,0,"ALACHUA"
"FL-W-15053","OLD OAKS VINEYARD LLC"," ","1536 WILL LEE RD","BONIFAY","FL",32425,6806,"HOLMES"
"FL-W-15054","BLUEFIELD ESTATE WINERY LLC","BLUEFIELD ESTATE WINERY",,"GAINESVILLE","FL",32641,0,"ALACHUA"
"FL-W-15055","OAK HAVEN WINERY, LLC","OAK HAVEN WINERY","32418 AVINGTON RD","SORRENTO","FL",32776,9403,"LAKE"
"FL-W-15056","CATANIA'S WINERY LLC","CATANIA'S WINERY","524 PAUL MORRIS DR","ENGLEWOOD","FL",34223,3972,"SARASOTA"
"FL-W-15057","CARIBBEAN DISTILLERS LLC","FLORIDA DISTILLERS","425 RECKER HWY","AUBURNDALE","FL",33823,4035,"POLK"
"FL-W-15058","YELLOW RIVER VINEYARDS, LLC"," ","4382 WILKERSON BLUFF RD","HOLT","FL",32564,3642,"OKALOOSA"
"FL-W-20180","RIVERSTONE WINES, LLC","RIVERSTONE WINES","15 N MAIN ST","BROOKSVILLE","FL",34601,0,"Hernando"
"FL-W-20210","BLACK HORSE WINERY, INC","BLACK HORSE WINERY","420 KINGSLEY AVE","ORANGE PARK","FL",32073,4828,"Clay"
"FL-W-20398","ENDLESS SUMMER VINEYARD & WINERY LLC","ENDLESS SUMMER VINEYARD & WINERY","4200 JOHNSTON RD","FT. PIERCE","FL",34951,3907,"ST. LUCIE"
"FL-W-38","EDEN VINEYARDS, INC.","EDEN VINEYARDS","19709 LITTLE LN","ALVA","FL",33920,3706,"LEE"
"FL-W-41","SEAVIN, INC.","LAKERIDGE WINERY & VINEYARDS","19239 US HIGHWAY 27 N","CLERMONT","FL",34711,0,"LAKE"
"FL-W-42","LESTER B. BIDDLE, JR. & LUCRETIA K. BIDDLE, PARTNERS","THREE OAKS WINERY","3348 HIGHWAY 79","VERNON","FL",32462,3724,"WASHINGTON"
"FL-W-43","CHAUTAUQUA VINEYARDS & WINERY, INC."," ","364 HUGH ADAMS RD","DEFUNIAK SPRINGS","FL",32433,3429,"WALTON"
"FL-W-45","MANGO BOTTLING, INC.","TOOTER LINGO LIQUEURS","767 CLEARLAKE RD","COCOA","FL",32922,5208,"BREVARD"
"FL-W-46","DAKOTAH VINEYARDS-WINERY, INC.","DAKOTAH VINEYARDS & WINERY","14365 NW HIGHWAY 19","CHIEFLAND","FL",32626,8282,"LEVY"
"FL-W-47","FLORIDA ORANGE GROVES, INC."," ","1500 PASADENA AVE S","SAINT PETERSBURG","FL",33707,3718,"PINELLAS"
"FL-W-49","ROSA FIORELLI WINERY, INC.","ROSA FIORELLI WINERY","4020 COUNTY ROAD 675 E","BRADENTON","FL",34211,9472,"MANATEE"
"FL-W-51","MURIELLE WINERY, INC.","MURIELLE WINERY","13131 56TH CT","CLEARWATER","FL",33760,4028,"PINELLAS"
"FL-W-52","MARKS BROTHERS CONSTRUCTION COMPANY, INC.","TARPON SPRINGS CASTLE WINERY","320 E TARPON AVE","TARPON SPRINGS","FL",34689,4320,"PINELLAS"
"FL-W-53","INDIAN RIVER BEVERAGE CORP.","CELTIC DRINKS COMPANY","2500 S HARBOR CITH BLVD","MELBOURNE","FL",32901,7206,"BREVARD"
"FL-W-54","MONTICELLO VINEYARDS & WINERY, INC.","MONTICELLO VINEYARDS & WINERY","1211 WAUKEENAH HWY","MONTICELLO","FL",32344,6381,"JEFFERSON"
"FL-W-55","WINE ESTATES INTERNATIONAL, INC.","FLORIDA ESTATES WINERY","25241 STATE ROAD 52","LAND O LAKES","FL",34639,7172,"PASCO"
"FL-W-56","CHAUTAUQUA VINEYARDS & WINERY, INC.","EMERALD COAST WINERY","1708 SCENIC GULF DR","DESTIN","FL",32550,6900,"WALTON"
"FL-W-58","WINE ESTATES INTERNATIONAL, INC.","FLORIDA ESTATES WINERY","19709 LITTLE LN","ALVA","FL",33920,3706,"LEE"
"FL-W-61","SEABREEZE OF PANAMA CITY, INC.","SEABREEZE WINERY","13201 HUTCHISON BLVD","PANAMA CITY BEACH","FL",32407,3199,"BAY"
"FL-W-68","EMPIRE WINERIES LLC","EMPIRE DISTILLERIES & WINERY","11807 LITTLE RD","NEW PORT RICHEY","FL",34654,1012,"PASCO"
"FL-W-69","AL-RITE FRUITS & SYRUPS, INC","MASTER SYRUPS MAKERS","18524 NE 2ND AVE","MIAMI","FL",33179,4427,"MIAMI-DADE"
"FL-W-70","FLORIDA BERRY WINES, INC.","KEEL AND CURLEY WINERY","5210 THONOTOSASSA RD","PLANT CITY","FL",33565,5700,"HILLSBOROUGH"
"FL-W-72","BREWER CELLARS, LLC","D'VINE WINE YOUR PLACE OR MINE","116 W STATE ROAD 434","WINTER SPRINGS","FL",32708,2551,"SEMINOLE"
"GA-W-15000","KENNETH EARL MEINHARDT","MEINHARDT VINEYARDS & WINERY","305 KENNEDY POND RD","STATESBORO","GA",30458,7960,"BULLOCH"
"GA-W-15001","SHARP MOUNTAIN VINEYARDS, INC.","SHARP MOUNTAIN VINEYARDS","110 RATHGEB TRL","JASPER","GA",30143,4843,"PICKENS"
"GA-W-15002","MARY JAKUPI-BOUTIER","BOUTIER WINERY","4506 HUDSON RIVER CHURCH RD","DANIELSVILLE","GA",30633,0,"MADISON"
"GA-W-15003","CHATEAU ELAN, LLC"," ","100 TOUR DE FRANCE DR","BRASELTON","GA",30517,2419,"JACKSON"
"GA-W-15004","CHESSER ISLAND WINERY, LLC","CHESSER ISLAND WINERY","3940 CHESSER LN","FOLKSTON","GA",31537,0,"CHARLTON"
"GA-W-15005","BLACKSTOCK VINEYARDS, L.L.C.","BLACKSTOCK VINEYARDS AND WINERY","5452 TOWN CREEK RD","DAHLONEGA","GA",30533,3021,"LUMPKIN"
"GA-W-15006","CRIMSON' N SCARLETTS VINEYARDS"," ","36 COLLINS RD","DAWSONVILLE","GA",30534,4400,"DAWSON"
"GA-W-15007","SHANNON VINEYARDS, INC.","SHANNON VINEYARDS","4197 SAVANNAH HWY","SYLVANIA","GA",30467,0,"SCREVEN"
"GA-W-15008","C S V WINE COMPANY, LLC","CSV WINERY","630 PLEMONS RD","CRANDALL","GA",30711,0,"MURRAY"
"GA-W-15009","MONTALUCE LLC","M VINEYARDS","501 HIGHTOWER CHURCH ROAD","DAHLONEGA","GA",30533,2235,"LUMPKIN"
"GA-W-15011","HORSE CREEK WINERY, LLC","Horse Creek Winery","2873 HIGHWAY 76 W","NASHVILLE","GA",31639,3617,"BERRIEN"
"GA-W-15012","YONAH MOUNTAIN VINEYARDS, LLC","YONAH MOUNTAIN VINEYARDS","1717 HIGHWAY 255","CLEVELAND","GA",30528,0,"WHITE"
"GA-W-15014","VIDALIA VINEYARDS, INC."," ","1151 ELLIS BRADLEY RD","CLAXTON","GA",30417,7979,"EVANS"
"GA-W-15015","MONKS MEADERY, INC.","MONKS MEADERY","265 NEWTON BRIDGE RD","ATHENS","GA",30607,1145,"CLARKE"
"GA-W-15016","SAUTEE-NACOOCHEE VINEYARDS INC.","SAUTEE-NACOOCHEE VINEYARDS","1299 HIGHWAY 17","SAUTE-NACOCHE","GA",30571,0,"WHITE"
"GA-W-15017","WENDELL RONNIE LAWRENCE, SR.","OHOOPEE RIVER VINEYARDS","42 JOHN POWELL RD","KITE","GA",31049,7201,"JOHNSON"
"GA-W-15018","CAVENDER CREEK WINERY, LLC","CAVENDER CREEK VINEYARDS AND WINERY","3610 CAVENDER CREEK RD","DAHLONEGA","GA",30533,0,"LUMPKIN"
"GA-W-15019","BUTTERDUCKS ESTATE WINERY, LLC","BUTTERDUCKS ESTATE WINERY","3332 BLUE JAY RD","GUYTON","GA",31312,5702,"EFFINGHAM"
"GA-W-15020","HIGHTOWER CREEK VINEYARDS, L.L.C.","HIGHTOWER CREEK VINEYARDS","7150 CANAAN DR","HIAWASSEE","GA",30546,3703,"TOWNS"
"GA-W-15021","WARM SPRINGS WINERY, LLC","WARM SPRINGS WINERY","7227 ROOSEVELT HWY","WARM SPRINGS","GA",31830,2723,"MERIWETHER"
"GA-W-15026","WATERMELON CREEK VINEYARD, LLC","WATERMELON CREEK VINEYARD","2977 MT ZION CHURCH RD","GLENNVILLE","GA",30427,5245,"TATTNALL"
"GA-W-15027","SPRINGTALE WINERY AND VINEYARD","SPRINGTALE WINERY AND VINEYARDS","23072 HWY 15","WHITE PLAINS","GA",30678,2051,"GREENE"
"GA-W-15028","STONEWALL CREEK VINEYARDS, LLC","STONEWALL CREEK VINEYARDS","323 STANDING DEER LN","TIGER","GA",30576,1990,"RABUN"
"GA-W-15030","CURRAHEE VINEYARD & WINERY, INC."," ","372 CAWTHON RD","TOCCOA","GA",30577,7276,"STEPHENS"
"GA-W-20038","HARD PRESSED BEVERAGES, LTD"," ","8660 BLUE RIDGE DRIVE DR","BLUE RIDGE","GA",30513,4117,"Fannin"
"GA-W-20053","FIVE POINTS BERRIES LLC."," ","749 JOHNSON CEMETERY RD","MAUK","GA",31058,3426,"Marion"
"GA-W-20425","LITTLE HOUSE VINEYARDS, INC"," ","450 TIPTON TRL","MORGANTON","GA",30560,0,"Fannin"
"GA-W-27","JOHN A. FUCHS","FOX VINEYARDS","225 HIGHWAY 11 S","SOCIAL CIRCLE","GA",30025,5003,"NEWTON"
"GA-W-34","HABERSHAM VINTNERS, INC."," ","7025 S MAIN ST","HELEN","GA",30545,3615,"WHITE"
"GA-W-40","TIGER MOUNTAIN VINEYARDS, INC."," ","2592 OLD HIGHWAY 441 N","TIGER","GA",30576,0,"RABUN"
"GA-W-43","CHESTATEE VALLEY VINTNERS, LLC","THREE SISTERS VINEYARDS","439 VINEYARD WAY","DAHLONEGA","GA",30533,2952,"LUMPKIN"
"GA-W-45","GEORGIA WINES, INC."," ","6469 BATTLEFIELD PKWY","RINGGOLD","GA",30736,0,"CATOOSA"
"GA-W-46","DAHLONEGA WINE COMPANY, LLC"," ","180 WOLF MOUNTAIN TRL","DAHLONEGA","GA",30533,1909,"LUMPKIN"
"GA-W-49","RAYMOND R. COURSON, JR","COURSON'S WINERY","2623 HWY 22","SPARTA","GA",31087,0,"HANCOCK"
"GA-W-50","STILL POND, INC.","STILL POND VINEYARD","1575 STILL POND RD","ARLINGTON","GA",39813,5032,"CALHOUN"
"GA-W-52","FROGTOWN CELLARS, LLLP"," ","3300 DAMASCUS CHURCH RD","DAHLONEGA","GA",30533,6801,"LUMPKIN"
